,country,flux density,latitude,longitude
57,United Kingdom,11.214953271028037,54.7023545,-3.2765753
56,United Arab Emirates,0.9345794392523364,24.0002488,53.9994829
55,Ukraine,0.9345794392523364,49.4871968,31.2718321
52,Switzerland,1.8691588785046729,46.7985624,8.2319736
51,Sweden,1.8691588785046729,59.6749712,14.5208584
50,Spain,2.803738317757009,39.3262345,-4.8380649
48,Slovakia,0.9345794392523364,48.7411522,19.4528646
47,Singapore,0.9345794392523364,1.2904753,103.8520359
43,Romania,0.9345794392523364,45.9852129,24.6859225
41,Portugal,0.9345794392523364,40.0332629,-7.8896263
40,Poland,0.9345794392523364,52.215933,19.134422
39,Peru,0.9345794392523364,-6.8699697,-75.0458515
35,Norway,0.9345794392523364,64.5731537,11.52803643954819
31,Nepal,0.9345794392523364,28.1083929,84.0917139
30,Montenegro,0.9345794392523364,42.9868853,19.5180992
29,Mexico,2.803738317757009,19.4326296,-99.1331785
28,Mauritius,0.9345794392523364,-20.2759451,57.5703566
27,Malaysia,0.9345794392523364,4.5693754,102.2656823
25,Luxembourg,0.9345794392523364,49.8158683,6.1296751
23,Japan,0.9345794392523364,36.5748441,139.2394179
22,Italy,15.88785046728972,42.6384261,12.674297
21,Israel,1.8691588785046729,31.5313113,34.8667654
20,Indonesia,1.8691588785046729,-2.4833826,117.8902853
19,India,1.8691588785046729,22.3511148,78.6677428
17,Greece,5.607476635514018,38.9953683,21.9877132
16,Germany,23.364485981308412,51.0834196,10.4234469
15,Georgia,0.9345794392523364,41.6934591,44.8014495
14,France,6.542056074766355,46.603354,1.8883335
8,China,1.8691588785046729,35.000074,104.999927
7,Canada,0.9345794392523364,61.0666922,-107.9917071
4,Austria,0.9345794392523364,47.2000338,13.199959
3,Australia,2.803738317757009,-24.7761086,134.755
1,Albania,0.9345794392523364,41.000028,19.9999619
